numero_boletim;data hora_boletim;data_inclusao;tipo_acidente;desc_tipo_acidente;cod_tempo;desc_tempo;cod_pavimento;pavimento;cod_regional;desc_regional;origem_boletim;local_sinalizado;velocidade_permitida;coordenada_x;coordenada_y;hora_informada;indicador_fatalidade;valor_ups;descricao_ups;data_alteracao_smsa;valor_ups_antiga;descricao_ups_antiga
9875290;12/05/2013 12:50;06/11/2013 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;22;NOROESTE       ;PMMG           ;NÃO INFORMADO;0;0060880665.00;0079827045.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
9875967;12/05/2013 11:46;09/01/2014 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;24;OESTE          ;PMMG           ;NÃO INFORMADO;0;0060804209.00;0079603175.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
9876801;12/05/2013 11:29;06/11/2013 00:00; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;22;NOROESTE       ;PMMG           ;NÃO INFORMADO;0;0060406247.00;0079892985.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
9878042;12/05/2013 12:40;16/05/2013 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;21;NORDESTE       ;NI             ;NÃO INFORMADO;0;0060987866.00;0080106641.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
9880762;02/05/2013 10:30;06/11/2013 00:00; H02002;CAPOTAMENTO/TOMBAMENTO COM VITIMA                 ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;24;OESTE          ;POLICIA CIVIL  ;NÃO INFORMADO;0;0060800314.00;0079586209.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
9881202;12/05/2013 12:30;05/06/2013 00:00; H09002;COLISAO DE VEICULOS COM VITIMA                    ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;23;NORTE          ;NI             ;NÃO INFORMADO;0;0061161879.00;0080991115.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
9881598;12/05/2013 14:29;06/11/2013 00:00; H09002;COLISAO DE VEICULOS COM VITIMA                    ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;PMMG           ;NÃO INFORMADO;0;0061115684.00;0079672096.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
9882536;08/05/2013 06:30;06/11/2013 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;20;LESTE          ;POLICIA CIVIL  ;NÃO INFORMADO;0;0061243223.00;0079989652.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
9882984;12/05/2013 15:03;06/11/2013 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;18;BARREIRO       ;PMMG           ;NÃO INFORMADO;0;0060460539.00;0078976771.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
9883829;12/05/2013 15:28;06/11/2013 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;21;NORDESTE       ;PMMG           ;NÃO INFORMADO;0;0060293000.00;0079855746.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
9884078;12/05/2013 15:07;06/11/2013 00:00; H08002;CHOQUE MECANICO COM VITIMA                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;26;VENDA NOVA     ;PMMG           ;NÃO INFORMADO;0;0060784046.00;0080982846.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
9886703;12/05/2013 15:58;06/11/2013 00:00; H09002;COLISAO DE VEICULOS COM VITIMA                    ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;20;LESTE          ;PMMG           ;NÃO INFORMADO;0;0061704526.00;0079729795.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
9887119;12/05/2013 16:21;05/11/2013 00:00; H09002;COLISAO DE VEICULOS COM VITIMA                    ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;20;LESTE          ;PMMG           ;NÃO INFORMADO;0;0060768240.00;0080534843.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
9894255;12/05/2013 18:17;05/11/2013 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;21;NORDESTE       ;PMMG           ;NÃO INFORMADO;0;0061231807.00;0080228764.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
9896921;12/05/2013 18:39;16/05/2013 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;18;BARREIRO       ;NI             ;NÃO INFORMADO;0;0059888895.00;0078901880.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
9896988;12/05/2013 19:02;05/11/2013 00:00; H04000;QUEDA DE PESSOA DE VEICULO                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;18;BARREIRO       ;PMMG           ;NÃO INFORMADO;0;0000000000.00;0000000000.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
9897995;12/05/2013 19:18;05/06/2013 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;24;OESTE          ;NI             ;NÃO INFORMADO;0;0060834141.00;0079463493.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
9898385;12/05/2013 16:07;20/05/2013 00:00; H09002;COLISAO DE VEICULOS COM VITIMA                    ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;21;NORDESTE       ;NI             ;NÃO INFORMADO;0;0061557934.00;0080501905.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
9899797;12/05/2013 18:09;20/05/2013 00:00; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;21;NORDESTE       ;NI             ;NÃO INFORMADO;0;0000000000.00;0000000000.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
9901588;12/05/2013 19:38;05/11/2013 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;22;NOROESTE       ;PMMG           ;NÃO INFORMADO;0;0060600865.00;0079639743.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
9901807;12/05/2013 18:16;16/05/2013 00:00; H09002;COLISAO DE VEICULOS COM VITIMA                    ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;24;OESTE          ;NI             ;NÃO INFORMADO;0;0060465189.00;0079418525.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
9901889;12/05/2013 18:08;20/05/2013 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;24;OESTE          ;NI             ;NÃO INFORMADO;0;0060806586.00;0079355888.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
9904328;12/05/2013 21:01;05/11/2013 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;PMMG           ;NÃO INFORMADO;0;0061138350.00;0079757218.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
9905441;12/05/2013 21:25;16/05/2013 00:00; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;18;BARREIRO       ;NI             ;NÃO INFORMADO;0;0060342478.00;0078849970.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
9906041;12/05/2013 21:02;16/05/2013 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;22;NOROESTE       ;NI             ;NÃO INFORMADO;0;0060912908.00;0079983655.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
9906537;12/05/2013 10:39;05/11/2013 00:00; H04000;QUEDA DE PESSOA DE VEICULO                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;25;PAMPULHA       ;CORPO DE BOMBEI;NÃO INFORMADO;0;0060721552.00;0080425082.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
9908728;13/05/2013 17:01;05/11/2013 00:00; H02002;CAPOTAMENTO/TOMBAMENTO COM VITIMA                 ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;PMMG           ;NÃO INFORMADO;0;0061161153.00;0079761352.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
9909045;12/05/2013 21:37;05/11/2013 00:00; H04000;QUEDA DE PESSOA DE VEICULO                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;23;NORTE          ;CORPO DE BOMBEI;NÃO INFORMADO;0;0061059035.00;0080909737.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
9910472;12/05/2013 23:20;09/01/2014 00:00; H08002;CHOQUE MECANICO COM VITIMA                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;24;OESTE          ;PMMG           ;NÃO INFORMADO;0;0000000000.00;0000000000.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
9915958;13/05/2013 06:50;21/05/2013 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;25;PAMPULHA       ;NI             ;NÃO INFORMADO;0;0000000000.00;0000000000.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
9916389;13/05/2013 06:18;20/05/2013 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;NI             ;NÃO INFORMADO;0;0061147324.00;0079736145.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
9916924;13/05/2013 07:32;09/01/2014 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;PMMG           ;NÃO INFORMADO;0;0061089612.00;0079737106.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
9923807;04/05/2013 05:38;05/11/2013 00:00; H04000;QUEDA DE PESSOA DE VEICULO                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;18;BARREIRO       ;PMMG           ;NÃO INFORMADO;0;0060348352.00;0079062691.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
9925728;13/05/2013 07:06;05/11/2013 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;21;NORDESTE       ;PMMG           ;NÃO INFORMADO;0;0061162907.00;0079931716.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
9932115;13/05/2013 08:15;05/11/2013 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;21;NORDESTE       ;PMMG           ;NÃO INFORMADO;0;0061198245.00;0080157009.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
9932591;08/05/2013 11:50;05/11/2013 00:00; H07002;ATROPELAMENTO DE ANIMAL COM VITIMA                ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;POLICIA CIVIL  ;NÃO INFORMADO;0;0061173032.00;0079336437.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
9932914;13/05/2013 07:19;05/11/2013 00:00; H04000;QUEDA DE PESSOA DE VEICULO                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;PMMG           ;NÃO INFORMADO;0;0061049143.00;0079747752.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
9933270;13/05/2013 07:31;05/11/2013 00:00; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;21;NORDESTE       ;PMMG           ;NÃO INFORMADO;0;0061202018.00;0080412696.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
9933399;13/05/2013 08:23;05/11/2013 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;PMMG           ;NÃO INFORMADO;0;0061055513.00;0079657973.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
9936771;13/05/2013 10:52;05/11/2013 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;26;VENDA NOVA     ;PMMG           ;NÃO INFORMADO;0;0060594524.00;0081000011.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
9938310;13/05/2013 08:04;05/11/2013 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;21;NORDESTE       ;PMMG           ;NÃO INFORMADO;0;0061212688.00;0080066177.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
9942725;12/05/2013 05:00;16/05/2013 00:00; H03002;QUEDA DE VEICULO COM VITIMA                       ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;25;PAMPULHA       ;NI             ;NÃO INFORMADO;0;0060979093.00;0080151268.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
9946294;13/05/2013 12:26;05/11/2013 00:00; H08002;CHOQUE MECANICO COM VITIMA                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;22;NOROESTE       ;PMMG           ;NÃO INFORMADO;0;0060608440.00;0080236040.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
9947336;13/05/2013 10:00;05/11/2013 00:00; H02002;CAPOTAMENTO/TOMBAMENTO COM VITIMA                 ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;18;BARREIRO       ;PMMG           ;NÃO INFORMADO;0;0060100360.00;0078929324.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
9948512;13/05/2013 11:42;05/11/2013 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;23;NORTE          ;PMMG           ;NÃO INFORMADO;0;0061272663.00;0080617882.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
9950420;13/05/2013 12:08;05/11/2013 00:00; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;PMMG           ;NÃO INFORMADO;0;0061161561.00;0079455122.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
9953662;13/05/2013 14:22;05/11/2013 00:00; H08002;CHOQUE MECANICO COM VITIMA                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;24;OESTE          ;PMMG           ;NÃO INFORMADO;0;0060756536.00;0079493558.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
9960363;13/05/2013 15:06;05/11/2013 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;18;BARREIRO       ;PMMG           ;NÃO INFORMADO;0;0059883740.00;0078936773.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
9965102;13/05/2013 07:44;05/11/2013 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;18;BARREIRO       ;PMMG           ;NÃO INFORMADO;0;0060088617.00;0078833705.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
9965247;13/05/2013 12:37;20/05/2013 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;23;NORTE          ;NI             ;NÃO INFORMADO;0;0061132207.00;0080954379.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
9967092;13/05/2013 13:20;05/11/2013 00:00; H09002;COLISAO DE VEICULOS COM VITIMA                    ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;25;PAMPULHA       ;PMMG           ;NÃO INFORMADO;0;0000000000.00;0000000000.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
9970371;13/05/2013 15:01;05/11/2013 00:00; H08002;CHOQUE MECANICO COM VITIMA                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;PMMG           ;NÃO INFORMADO;0;0061028359.00;0079724257.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
9973531;13/05/2013 13:22;05/11/2013 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;20;LESTE          ;PMMG           ;NÃO INFORMADO;0;0000000000.00;0000000000.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
9985404;13/05/2013 16:52;05/11/2013 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;18;BARREIRO       ;PMMG           ;NÃO INFORMADO;0;0060057264.00;0079027403.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
9985601;13/05/2013 16:33;05/11/2013 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;18;BARREIRO       ;PMMG           ;NÃO INFORMADO;0;0060358612.00;0078802295.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
9986502;13/05/2013 10:00;05/11/2013 00:00; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;21;NORDESTE       ;PMMG           ;NÃO INFORMADO;0;0061213484.00;0080048691.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
9986829;13/05/2013 13:20;16/05/2013 00:00; H09002;COLISAO DE VEICULOS COM VITIMA                    ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;24;OESTE          ;NI             ;NÃO INFORMADO;0;0000000000.00;0000000000.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
9987773;13/05/2013 17:03;05/11/2013 00:00; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;PMMG           ;NÃO INFORMADO;0;0061079335.00;0079616722.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
9987996;13/05/2013 19:03;05/11/2013 00:00; H05002;QUEDA E/OU VAZAMENTO DE CARGA DE VEICULO C/ VITIMA;0;NAO INFORMADO  ;0;NAO INFORMADO  ;18;BARREIRO       ;PMMG           ;NÃO INFORMADO;0;0060094149.00;0078959332.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
9990582;13/05/2013 18:58;05/11/2013 00:00; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;23;NORTE          ;PMMG           ;NÃO INFORMADO;0;0061153405.00;0080651538.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
9991217;13/05/2013 19:00;05/11/2013 00:00; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;22;NOROESTE       ;PMMG           ;NÃO INFORMADO;0;0000000000.00;0000000000.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
9993088;09/05/2013 07:30;09/01/2014 00:00; H09002;COLISAO DE VEICULOS COM VITIMA                    ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;25;PAMPULHA       ;PMMG           ;NÃO INFORMADO;0;0060816829.00;0080579522.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
9995111;13/05/2013 08:30;05/11/2013 00:00; H09002;COLISAO DE VEICULOS COM VITIMA                    ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;18;BARREIRO       ;PMMG           ;NÃO INFORMADO;0;0060137030.00;0079018838.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
9997374;08/05/2013 13:00;05/11/2013 00:00; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;21;NORDESTE       ;POLICIA CIVIL  ;NÃO INFORMADO;0;0061634615.00;0080665639.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
9997515;13/05/2013 22:45;05/11/2013 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;26;VENDA NOVA     ;PMMG           ;NÃO INFORMADO;0;0060718374.00;0080844330.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
9997910;13/05/2013 20:57;05/11/2013 00:00; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;21;NORDESTE       ;PMMG           ;NÃO INFORMADO;0;0061231807.00;0080228764.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
9998773;08/05/2013 15:50;05/11/2013 00:00; H99002;OUTROS COM VITIMA                                 ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;POLICIA CIVIL  ;NÃO INFORMADO;0;0060963632.00;0079698060.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
9999213;13/05/2013 22:30;05/11/2013 00:00; H09002;COLISAO DE VEICULOS COM VITIMA                    ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;25;PAMPULHA       ;PMMG           ;NÃO INFORMADO;0;0060869376.00;0080561359.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
9999267;13/05/2013 22:22;05/11/2013 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;PMMG           ;NÃO INFORMADO;0;0061112141.00;0079658531.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
9999530;13/05/2013 19:44;05/11/2013 00:00; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;21;NORDESTE       ;CORPO DE BOMBEI;NÃO INFORMADO;0;0061208641.00;0080147585.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
9999780;09/05/2013 08:00;05/11/2013 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;POLICIA CIVIL  ;NÃO INFORMADO;0;0061149679.00;0079744865.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
10002130;14/05/2013 02:12;09/01/2014 00:00; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;23;NORTE          ;PMMG           ;NÃO INFORMADO;0;0061034859.00;0080824052.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
10003329;14/05/2013 04:30;05/11/2013 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;PMMG           ;NÃO INFORMADO;0;0061072113.00;0079741699.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
10004966;14/05/2013 07:34;05/11/2013 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;25;PAMPULHA       ;PMMG           ;NÃO INFORMADO;0;0061064076.00;0079842224.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
10006100;14/05/2013 06:50;22/05/2013 00:00; H08002;CHOQUE MECANICO COM VITIMA                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;24;OESTE          ;NI             ;NÃO INFORMADO;0;0060787937.00;0079587032.00;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO
