numero_boletim;data hora_boletim;data_inclusao;tipo_acidente;desc_tipo_acidente;cod_tempo;desc_tempo;cod_pavimento;pavimento;cod_regional;desc_regional;origem_boletim;local_sinalizado;velocidade_permitida;coordenada_x;coordenada_y;hora_informada;indicador_fatalidade;valor_ups;descricao_ups;data_alteracao_smsa;valor_ups_antiga;descricao_ups_antiga;ano;mes;lat;lon
1275659;20/07/2011 11:00;03/08/2011 00:00; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;25;PAMPULHA       ;NI             ;NÃO INFORMADO;0;60801507.0;80420034.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;07;inf;inf
1276378;20/07/2011 14:30;03/08/2011 00:00; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;18;BARREIRO       ;NI             ;NÃO INFORMADO;0;60137030.0;79018838.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;07;inf;inf
1276478;20/07/2011 13:00;03/08/2011 00:00; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;19;CENTRO-SUL     ;PMMG           ;NÃO INFORMADO;0;61119754.0;79412191.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;07;inf;inf
1276570;20/07/2011 15:00;03/08/2011 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;NI             ;NÃO INFORMADO;0;61203831.0;79559851.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;07;inf;inf
1277195;20/07/2011 12:30;04/08/2011 00:00; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;25;PAMPULHA       ;NI             ;NÃO;0;60401219.0;80788130.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;07;inf;inf
1277916;20/07/2011 15:45;04/08/2011 00:00; H08002;CHOQUE MECANICO COM VITIMA                        ;2;CHUVA          ;1;ASFALTO        ;25;PAMPULHA       ;NI             ;SIM;0;60777642.0;80554204.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;07;inf;inf
1278147;20/07/2011 17:50;03/08/2011 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;25;PAMPULHA       ;NI             ;NÃO INFORMADO;0;60913666.0;80339185.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;07;inf;inf
1278156;20/07/2011 18:10;04/08/2011 00:00; H99002;OUTROS COM VITIMA                                 ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;18;BARREIRO       ;NI             ;NÃO INFORMADO;0;60514205.0;78946589.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;07;inf;inf
1278175;20/07/2011 17:50;03/08/2011 00:00; H08002;CHOQUE MECANICO COM VITIMA                        ;1;BOM            ;1;ASFALTO        ;25;PAMPULHA       ;NI             ;NÃO INFORMADO;0;60844704.0;80434050.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;07;inf;inf
1278178;20/07/2011 18:10;04/08/2011 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;20;LESTE          ;NI             ;NÃO INFORMADO;0;61392131.0;79650751.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;07;inf;inf
1278339;20/07/2011 19:25;03/08/2011 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;23;NORTE          ;NI             ;NÃO INFORMADO;0;61004797.0;80832431.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;07;inf;inf
1278375;20/07/2011 00:01;03/08/2011 00:00; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;26;VENDA NOVA     ;NI             ;NÃO INFORMADO;0;60830528.0;80799439.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;07;inf;inf
1278660;20/07/2011 20:30;03/08/2011 00:00; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;24;OESTE          ;NI             ;NÃO INFORMADO;0;60741592.0;79518104.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;07;inf;inf
1278808;20/07/2011 20:10;04/08/2011 00:00; H09002;COLISAO DE VEICULOS COM VITIMA                    ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;18;BARREIRO       ;NI             ;NÃO INFORMADO;0;60015364.0;79076682.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;07;inf;inf
1278909;20/07/2011 19:15;03/08/2011 00:00; H99002;OUTROS COM VITIMA                                 ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;NI             ;NÃO INFORMADO;0;61133810.0;79522414.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;07;inf;inf
1279203;20/07/2011 21:45;03/08/2011 00:00; H08002;CHOQUE MECANICO COM VITIMA                        ;1;BOM            ;1;ASFALTO        ;22;NOROESTE       ;NI             ;NÃO INFORMADO;0;60408927.0;79877608.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;07;inf;inf
1279397;20/07/2011 23:00;22/07/2011 00:00; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;25;PAMPULHA       ;PMMG           ;NÃO INFORMADO;0;61312759.0;80193787.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;07;inf;inf
1279521;20/07/2011 23:27;04/08/2011 00:00; H09002;COLISAO DE VEICULOS COM VITIMA                    ;0;NAO INFORMADO  ;1;ASFALTO        ;25;PAMPULHA       ;NI             ;NÃO INFORMADO;0;60612077.0;80544034.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;07;inf;inf
1280106;21/07/2011 06:00;09/12/2011 00:00; H09002;COLISAO DE VEICULOS COM VITIMA                    ;1;BOM            ;1;ASFALTO        ;21;NORDESTE       ;NI             ;SIM;0;61225666.0;80006635.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;07;inf;inf
1280182;21/07/2011 06:10;09/12/2011 00:00; H09002;COLISAO DE VEICULOS COM VITIMA                    ;1;BOM            ;1;ASFALTO        ;23;NORTE          ;NI             ;SIM;0;61100377.0;80660351.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;07;inf;inf
1280415;21/07/2011 07:40;18/08/2011 00:00; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;22;NOROESTE       ;PMMG           ;NÃO INFORMADO;0;60727306.0;79753033.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;07;inf;inf
1280465;21/07/2011 07:20;16/12/2011 00:00; H09002;COLISAO DE VEICULOS COM VITIMA                    ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;20;LESTE          ;NI             ;NÃO INFORMADO;0;61063066.0;79847328.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;07;inf;inf
1280888;21/07/2011 09:30;18/08/2011 00:00; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;1;BOM            ;1;ASFALTO        ;26;VENDA NOVA     ;PMMG           ;NÃO INFORMADO;0;60661472.0;80937425.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;07;inf;inf
1281008;21/07/2011 09:20;18/08/2011 00:00; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;24;OESTE          ;PMMG           ;NÃO INFORMADO;0;60550717.0;79188521.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;07;inf;inf
1281305;21/07/2011 18:05;25/07/2011 00:00; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;23;NORTE          ;PMMG           ;NÃO INFORMADO;0;61280843.0;80579771.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;07;inf;inf
1281509;21/07/2011 09:30;18/08/2011 00:00; H09002;COLISAO DE VEICULOS COM VITIMA                    ;1;BOM            ;1;ASFALTO        ;22;NOROESTE       ;PMMG           ;NÃO INFORMADO;0;60829065.0;79958284.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;07;inf;inf
1281666;21/07/2011 08:30;18/08/2011 00:00; H99002;OUTROS COM VITIMA                                 ;1;BOM            ;1;ASFALTO        ;19;CENTRO-SUL     ;PMMG           ;NÃO INFORMADO;0;61143675.0;79722701.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;07;inf;inf
1282052;21/07/2011 11:15;18/08/2011 00:00; H08002;CHOQUE MECANICO COM VITIMA                        ;1;BOM            ;1;ASFALTO        ;19;CENTRO-SUL     ;PMMG           ;NÃO INFORMADO;0;61123560.0;79647618.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;07;inf;inf
1282422;21/07/2011 12:50;18/08/2011 00:00; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;1;BOM            ;1;ASFALTO        ;24;OESTE          ;PMMG           ;NÃO INFORMADO;0;60514142.0;79476104.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;07;inf;inf
1283007;21/07/2011 12:45;19/08/2011 00:00; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;18;BARREIRO       ;PMMG           ;NÃO INFORMADO;0;60123029.0;78679391.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;07;inf;inf
1283192;21/07/2011 12:55;19/08/2011 00:00; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;18;BARREIRO       ;PMMG           ;NÃO INFORMADO;0;60328058.0;79458841.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;07;inf;inf
1283418;21/07/2011 14:29;16/12/2011 00:00; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;NI             ;NÃO INFORMADO;0;61113124.0;79716285.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;07;inf;inf
1283527;21/07/2011 13:10;22/07/2011 00:00; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;1;BOM            ;1;ASFALTO        ;21;NORDESTE       ;PMMG           ;NÃO INFORMADO;0;61215572.0;80102238.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;07;inf;inf
1283541;21/07/2011 13:58;19/08/2011 00:00; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;19;CENTRO-SUL     ;PMMG           ;NÃO INFORMADO;0;60983539.0;79663746.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;07;inf;inf
1283543;20/07/2011 19:50;04/08/2011 00:00; H09002;COLISAO DE VEICULOS COM VITIMA                    ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;21;NORDESTE       ;NI             ;NÃO INFORMADO;0;61224821.0;80266084.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;07;inf;inf
1283771;21/07/2011 11:40;19/08/2011 00:00; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;1;BOM            ;1;ASFALTO        ;18;BARREIRO       ;PMMG           ;NÃO INFORMADO;0;59929775.0;78932529.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;07;inf;inf
1283823;16/06/2011 16:40;21/10/2011 00:00; H99002;OUTROS COM VITIMA                                 ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;21;NORDESTE       ;NI             ;NÃO INFORMADO;0;61010588.0;79962669.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;06;inf;inf
1283827;21/07/2011 14:17;19/08/2011 00:00; H08002;CHOQUE MECANICO COM VITIMA                        ;1;BOM            ;1;ASFALTO        ;18;BARREIRO       ;PMMG           ;NÃO INFORMADO;0;60123027.0;78773806.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;07;inf;inf
1283910;21/07/2011 15:15;19/08/2011 00:00; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;1;BOM            ;1;ASFALTO        ;19;CENTRO-SUL     ;PMMG           ;NÃO INFORMADO;0;60976313.0;79636829.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;07;inf;inf
1283963;21/07/2011 15:00;19/08/2011 00:00; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;19;CENTRO-SUL     ;PMMG           ;NÃO INFORMADO;0;61036700.0;79536973.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;07;inf;inf
1284075;21/07/2011 15:00;19/08/2011 00:00; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;19;CENTRO-SUL     ;PMMG           ;NÃO INFORMADO;0;60953881.0;79506577.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;07;inf;inf
1284096;21/07/2011 14:50;24/08/2011 00:00; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;1;BOM            ;1;ASFALTO        ;19;CENTRO-SUL     ;PMMG           ;NÃO INFORMADO;0;61106748.0;79756329.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;07;inf;inf
1284163;21/07/2011 15:30;24/08/2011 00:00; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;24;OESTE          ;PMMG           ;NÃO INFORMADO;0;60824685.0;79608276.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;07;inf;inf
1284664;21/07/2011 16:30;22/07/2011 00:00; H08002;CHOQUE MECANICO COM VITIMA                        ;1;BOM            ;1;ASFALTO        ;19;CENTRO-SUL     ;PMMG           ;NÃO INFORMADO;0;60997413.0;79544290.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;07;inf;inf
1284818;21/07/2011 17:10;23/08/2011 00:00; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;22;NOROESTE       ;PMMG           ;NÃO INFORMADO;0;60920277.0;79874725.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;07;inf;inf
1284853;21/07/2011 17:30;23/08/2011 00:00; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;19;CENTRO-SUL     ;PMMG           ;NÃO INFORMADO;0;61096486.0;79744725.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;07;inf;inf
1284899;21/07/2011 18:20;23/08/2011 00:00; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;23;NORTE          ;PMMG           ;NÃO INFORMADO;0;61323833.0;80559354.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;07;inf;inf
1285211;21/07/2011 18:40;02/08/2011 00:00; H09002;COLISAO DE VEICULOS COM VITIMA                    ;1;BOM            ;1;ASFALTO        ;25;PAMPULHA       ;PMMG           ;NÃO INFORMADO;0;60719354.0;80846355.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;07;inf;inf
1285294;21/07/2011 18:30;23/08/2011 00:00; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;20;LESTE          ;PMMG           ;NÃO INFORMADO;0;61222321.0;79858003.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;07;inf;inf
1285430;21/07/2011 17:40;23/08/2011 00:00; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;1;BOM            ;1;ASFALTO        ;21;NORDESTE       ;PMMG           ;NÃO INFORMADO;0;61224821.0;80266084.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;07;inf;inf
1285578;21/07/2011 19:00;24/08/2011 00:00; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;25;PAMPULHA       ;PMMG           ;NÃO INFORMADO;0;60327502.0;80691633.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;07;inf;inf
1285608;21/07/2011 19:20;23/08/2011 00:00; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;1;BOM            ;1;ASFALTO        ;22;NOROESTE       ;PMMG           ;NÃO INFORMADO;0;60380115.0;79998262.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;07;inf;inf
1285717;21/07/2011 19:45;23/08/2011 00:00; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;19;CENTRO-SUL     ;PMMG           ;NÃO INFORMADO;0;61009445.0;79543658.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;07;inf;inf
1285981;21/07/2011 19:50;03/08/2011 00:00; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;20;LESTE          ;PMMG           ;NÃO INFORMADO;0;61242717.0;79905215.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;07;inf;inf
1286236;21/07/2011 22:10;25/07/2011 00:00; H09002;COLISAO DE VEICULOS COM VITIMA                    ;1;BOM            ;1;ASFALTO        ;19;CENTRO-SUL     ;PMMG           ;NÃO INFORMADO;0;60994690.0;79647610.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;07;inf;inf
1286519;21/07/2011 22:15;22/07/2011 00:00; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;22;NOROESTE       ;PMMG           ;NÃO INFORMADO;0;60431756.0;79457971.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;07;inf;inf
1286523;21/07/2011 23:45;23/08/2011 00:00; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;25;PAMPULHA       ;PMMG           ;NÃO INFORMADO;0;60450447.0;80411434.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;07;inf;inf
1286629;22/07/2011 00:10;31/08/2011 00:00; H09002;COLISAO DE VEICULOS COM VITIMA                    ;1;BOM            ;1;ASFALTO        ;21;NORDESTE       ;NI             ;NÃO INFORMADO;0;61214397.0;80044423.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;07;inf;inf
1286681;21/07/2011 22:00;23/08/2011 00:00; H99002;OUTROS COM VITIMA                                 ;1;BOM            ;1;ASFALTO        ;20;LESTE          ;PMMG           ;NÃO INFORMADO;0;61374368.0;79831984.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;07;inf;inf
1286738;22/07/2011 01:45;22/07/2011 00:00; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;1;BOM            ;1;ASFALTO        ;19;CENTRO-SUL     ;PMMG           ;NÃO INFORMADO;0;61096758.0;79706919.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;07;inf;inf
1287349;22/07/2011 07:40;23/08/2011 00:00; H03002;QUEDA DE VEICULO COM VITIMA                       ;1;BOM            ;1;ASFALTO        ;20;LESTE          ;PMMG           ;NÃO INFORMADO;0;61028348.0;79937685.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;07;inf;inf
1287438;22/07/2011 07:20;23/08/2011 00:00; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;19;CENTRO-SUL     ;PMMG           ;NÃO INFORMADO;0;61133437.0;79681046.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;07;inf;inf
1287948;22/07/2011 07:10;23/08/2011 00:00; H03002;QUEDA DE VEICULO COM VITIMA                       ;1;BOM            ;1;ASFALTO        ;22;NOROESTE       ;PMMG           ;NÃO INFORMADO;0;60919495.0;80027444.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;07;inf;inf
1288193;21/07/2011 18:10;24/08/2011 00:00; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;19;CENTRO-SUL     ;PMMG           ;NÃO INFORMADO;0;61273531.0;79512179.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;07;inf;inf
1288196;22/07/2011 09:30;23/08/2011 00:00; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;21;NORDESTE       ;PMMG           ;NÃO INFORMADO;0;61234726.0;80314123.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;07;inf;inf
1288361;22/07/2011 10:15;23/08/2011 00:00; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;25;PAMPULHA       ;PMMG           ;NÃO INFORMADO;0;60913666.0;80339185.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;07;inf;inf
1288392;22/07/2011 07:56;31/08/2011 00:00; H04000;QUEDA DE PESSOA DE VEICULO                        ;1;BOM            ;1;ASFALTO        ;19;CENTRO-SUL     ;NI             ;NÃO INFORMADO;0;61317571.0;79491300.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;07;inf;inf
1288397;22/07/2011 08:30;23/08/2011 00:00; H08002;CHOQUE MECANICO COM VITIMA                        ;1;BOM            ;1;ASFALTO        ;25;PAMPULHA       ;PMMG           ;NÃO INFORMADO;0;60721002.0;80526576.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;07;inf;inf
1288451;22/07/2011 08:00;31/08/2011 00:00; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;18;BARREIRO       ;NI             ;NÃO INFORMADO;0;60400684.0;78816125.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;07;inf;inf
1288507;22/07/2011 09:00;31/08/2011 00:00; H09002;COLISAO DE VEICULOS COM VITIMA                    ;0;NAO INFORMADO  ;1;ASFALTO        ;19;CENTRO-SUL     ;NI             ;NÃO INFORMADO;0;61035910.0;79533603.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;07;inf;inf
1288828;22/07/2011 10:45;23/08/2011 00:00; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;22;NOROESTE       ;PMMG           ;NÃO INFORMADO;0;60804076.0;79822346.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;07;inf;inf
1289554;22/07/2011 13:10;23/08/2011 00:00; H09002;COLISAO DE VEICULOS COM VITIMA                    ;1;BOM            ;1;ASFALTO        ;19;CENTRO-SUL     ;PMMG           ;NÃO INFORMADO;0;61258289.0;79663162.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;07;inf;inf
1289915;21/05/2011 13:30;22/07/2011 00:00; H09002;COLISAO DE VEICULOS COM VITIMA                    ;1;BOM            ;1;ASFALTO        ;24;OESTE          ;POLICIA CIVIL  ;NÃO INFORMADO;0;60892172.0;79450498.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;05;inf;inf
1290191;22/07/2011 13:40;30/08/2011 00:00; H04000;QUEDA DE PESSOA DE VEICULO                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;26;VENDA NOVA     ;NI             ;NÃO INFORMADO;0;60830589.0;80915664.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;07;inf;inf
1290380;22/07/2011 14:40;23/08/2011 00:00; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;19;CENTRO-SUL     ;PMMG           ;NÃO INFORMADO;0;61015483.0;79726754.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;07;inf;inf
